X (mm),Y (mm),Z (mm),Roll (deg),Pitch (deg),Yaw (deg)
-1.4038179581740804,-0.15236819771780374,-0.49531123303104896,-0.004483227979363846,0.11980770810722419,-0.26544481876872794
