X Change (mm),Y Change (mm),Z Change (mm),Roll Change (deg),Pitch Change (deg),Yaw Change (deg)
-0.46943657216946555,-2.0919300820879734,1.0540658267466823,0.572776593046683,-0.2166026146827491,0.9235001626563459
