X Change (mm),Y Change (mm),Z Change (mm),Roll Change (deg),Pitch Change (deg),Yaw Change (deg)
0.6024370611767864,0.47156338659510855,0.6256981725718029,0.04821299908857668,0.10626148903902788,0.1990166881831712
