X Change (mm),Y Change (mm),Z Change (mm),Roll Change (deg),Pitch Change (deg),Yaw Change (deg)
0.7149475287528484,1.3929780260962166,0.517032852719548,-0.08148977828766135,-0.398551146164408,0.13924826100362964
