X Change (mm),Y Change (mm),Z Change (mm),Roll Change (deg),Pitch Change (deg),Yaw Change (deg)
0.31777884343815255,-0.8215451630524213,-0.33672673563006433,0.06358453203768022,-0.011531050296156309,-0.11124467480733813
