X Change (mm),Y Change (mm),Z Change (mm),Roll Change (deg),Pitch Change (deg),Yaw Change (deg)
0.4126338894865915,-2.2260352312516094,-0.8342259117724744,-0.7696224562280207,0.9264806268939481,-1.0533006975851933
