X Change (mm),Y Change (mm),Z Change (mm),Roll Change (deg),Pitch Change (deg),Yaw Change (deg)
0.12409104030309726,0.9212287717868635,-0.6326036660449487,-0.24725112218412448,0.026379518561995496,-0.27972628241926145
