X Change (mm),Y Change (mm),Z Change (mm),Roll Change (deg),Pitch Change (deg),Yaw Change (deg)
0.22138406086046736,-2.7832715279829827,0.9153710480217117,-0.02550069666912691,-0.2321947305292298,1.1550741517891367
