X Change (mm),Y Change (mm),Z Change (mm),Roll Change (deg),Pitch Change (deg),Yaw Change (deg)
0.11305486895937689,0.3198070089466136,0.025615186328189155,-0.4960049038296006,-0.28903261750764386,-0.5001232127753923
