X Change (mm),Y Change (mm),Z Change (mm),Roll Change (deg),Pitch Change (deg),Yaw Change (deg)
-2.058021548433539,-0.5067184064682833,-1.0619847217476057,-0.28664160492253643,0.013056877333134764,-0.10682197009672478
