X Change (mm),Y Change (mm),Z Change (mm),Roll Change (deg),Pitch Change (deg),Yaw Change (deg)
-0.7224558981369177,0.37363274638156385,0.2412461406977766,-0.5373934263088387,-0.17665891920801613,-0.32197488762034254
