X Change (mm),Y Change (mm),Z Change (mm),Roll Change (deg),Pitch Change (deg),Yaw Change (deg)
0.9016506485454773,-0.08527981214483393,0.019439434423272228,0.6892379523073231,-0.17434376214666258,0.3056286799496277
