X Change (mm),Y Change (mm),Z Change (mm),Roll Change (deg),Pitch Change (deg),Yaw Change (deg)
1.172953572858244,-0.5084800740105759,-0.24767482668240182,0.17355513355971652,0.15269632862788995,-0.08058152594759349
