X Change (mm),Y Change (mm),Z Change (mm),Roll Change (deg),Pitch Change (deg),Yaw Change (deg)
-1.5782951614872216,-1.8102290258650742,-2.475087727018672,2.6463254001482,-0.448769192831584,2.4401024548642525
