X Change (mm),Y Change (mm),Z Change (mm),Roll Change (deg),Pitch Change (deg),Yaw Change (deg)
-0.3291611597677494,-0.26382027049627965,0.010038531388207539,0.2775167089588422,-0.016628133605863127,0.09630413403042581
