X Change (mm),Y Change (mm),Z Change (mm),Roll Change (deg),Pitch Change (deg),Yaw Change (deg)
-0.09730528200401056,0.478506636678794,0.25820537897981666,-0.11203743446438352,-0.04448053383801209,0.07688197386370632
